model_name,rank_correlation,top_decile_avg_forward_excess,bottom_decile_avg_forward_excess,top_minus_bottom_spread,top_10_strategy_return,spy_return,excess_vs_spy,sharpe,max_drawdown,average_turnover,validation_rebalance_periods
hist_gradient_boosting_regression,0.04241353371143554,0.004262229430076389,0.000251811252004865,0.004010418178071522,0.39911722743950007,0.18010894870331917,0.2190082787361809,2.6510084116339603,-0.11928780796830007,1.035294117647059,17
ridge_regression,0.05733847189168007,0.0032029803247864193,-0.0038982691736880915,0.00710124949847451,0.37573724622422344,0.18010894870331917,0.19562829752090427,2.2630586789844016,-0.17254198775669982,0.8588235294117648,17
random_forest_regression,0.03554959290511189,0.00292842417280469,-0.0015279122388257686,0.00445633641163046,0.18730512027659696,0.18010894870331917,0.0071961715732777876,1.3969980874657881,-0.1657030105995212,0.6941176470588236,17
logistic_outperform_classifier,0.03602666550329045,0.00022654719819544512,-0.0027905543535115154,0.0030171015517069604,0.1600113728889505,0.18010894870331917,-0.020097575814368662,1.1573316389950536,-0.19345783732505872,0.6823529411764706,17
