total_cost_bps,ml_return,spy_return,excess_vs_spy,max_drawdown,turnover,rebalance_periods
0,0.20095767434102152,0.084162349734203,0.11679532460681852,-0.03967025398659563,0.9999999999999999,6
5,0.19746240588686015,0.084162349734203,0.11330005615265715,-0.04017025398659557,0.9999999999999999,6
10,0.19397561401494579,0.084162349734203,0.10981326428074278,-0.04067025398659563,0.9999999999999999,6
20,0.18702739426427994,0.084162349734203,0.10286504453007694,-0.04167025398659563,0.9999999999999999,6
30,0.18011288382097534,0.084162349734203,0.09595053408677234,-0.04267025398659574,0.9999999999999999,6
50,0.1663844676937476,0.084162349734203,0.0822221179595446,-0.04467025398659563,0.9999999999999999,6
75,0.14941123906085818,0.084162349734203,0.06524888932665518,-0.04717025398659547,0.9999999999999999,6
100,0.13264422485093808,0.084162349734203,0.048481875116735074,-0.049670253986595636,0.9999999999999999,6
