variant_name,ml_return,spy_return,excess_vs_spy,max_drawdown,turnover,average_holdings,rebalance_periods,fallback_future_return_uses,performance_drop_vs_normal
normal_features,0.18702739426427994,0.084162349734203,0.10286504453007694,-0.04167025398659563,0.9999999999999999,10.0,6,0,0.0
sentiment_lag_1d,0.16255540857102302,0.084162349734203,0.07839305883682002,-0.0339510169235373,0.9999999999999999,10.0,6,0,-0.024471985693256926
sentiment_lag_2d,0.15358180456609305,0.084162349734203,0.06941945483189005,-0.03168462383231874,0.9999999999999999,10.0,6,0,-0.033445589698186895
ratings_lag_1d,0.14424251949788625,0.084162349734203,0.060080169763683244,-0.0407125348414753,0.9999999999999999,10.0,6,0,-0.0427848747663937
grade_events_lag_1d,0.18702739426427994,0.084162349734203,0.10286504453007694,-0.04167025398659563,0.9999999999999999,10.0,6,0,0.0
technical_lag_1d,0.2038909800331674,0.084162349734203,0.11972863029896441,-0.07436263794582976,0.9999999999999999,10.0,6,0,0.016863585768887468
all_non_price_alt_data_lag_1d,0.12754837134786468,0.084162349734203,0.043386021613661674,-0.04117485948313804,0.9999999999999999,10.0,6,0,-0.05947902291641527
all_features_lag_1d,0.18095105891522034,0.084162349734203,0.09678870918101734,-0.062648379821716,0.9999999999999999,10.0,6,0,-0.006076335349059603
