variant_name,ml_return,spy_return,excess_vs_spy,max_drawdown,periods_beating_spy_pct,latest_date
normal_features,0.18702739426427994,0.084162349734203,0.10286504453007694,-0.04167025398659563,0.6666666666666666,2026-05-18
all_non_price_alt_data_lag_1d,0.12754837134786468,0.084162349734203,0.043386021613661674,-0.04117485948313804,0.5,2026-05-18
all_features_lag_1d,0.18095105891522034,0.084162349734203,0.09678870918101734,-0.062648379821716,0.6666666666666666,2026-05-18
