run_timestamp,strategy_name,model_type,forward_start_date,latest_date,months_forward_data,status,ml_total_return,spy_total_return,rule_total_return,ml_excess_vs_spy,ml_excess_vs_rule_based,ml_max_drawdown,spy_max_drawdown,periods_beating_spy_pct,ml_excess_vs_spy_positive,ml_excess_vs_rule_positive,drawdown_not_5pts_worse_than_spy,beats_spy_in_60pct_periods,beats_spy_at_20bps,strict_leakage_audit_pass,alt_data_lag_still_positive,all_features_lag_still_positive,no_preprocessing_leakage,no_2026_training_or_selection
2026-05-19 17:53:29.483643+00:00,ml_ranker_5d_no_snapshot,hist_gradient_boosting_regression,2026-01-02,2026-05-18,4.467805519053877,RESEARCH_CANDIDATE_MONITORING,0.18702739426427994,0.084162349734203,-0.004260627715484411,0.10286504453007694,0.19128802197976436,-0.04167025398659563,-0.05862878021687401,0.6666666666666666,True,True,True,True,True,True,True,True,True,True
