month,ml_return,spy_return,rule_based_return,ml_excess_vs_spy,ml_excess_vs_rule_based,current_drawdown,worst_drawdown,turnover
2026-01,0.021883682569660445,0.013993495466230188,7.032002033424689e-05,0.007890187103430257,0.0218133625493262,0.0,0.0,0.9999999999999999
2026-02,-0.04167025398659563,-0.014262423910024191,-0.05799658695418952,-0.027407830076571438,0.016326332967593893,-0.04167025398659563,-0.04167025398659563,0.9999999999999999
2026-03,0.04735836250004177,-0.04500828352595965,-0.06763299758712504,0.09236664602600142,0.11499136008716682,-0.02071624473474598,-0.02071624473474598,0.9999999999999999
2026-04,0.12563386583914649,0.09359719531322086,0.06979280914642305,0.032036670525925626,0.055841056692723434,0.0,0.0,0.9999999999999999
2026-05,0.02813904710427151,0.038582134671897084,0.05968331346320799,-0.010443087567625575,-0.03154426635893648,0.0,0.0,0.9999999999999999
